GJD-2450000 flux err airmass sky dx dy fwhm peak baserun
8540.154242 1.008977 0.008315 1.2146 113.8 -1.601 0.460 6.20 2871.0 MSCT1_1902250683
8540.154612 1.001434 0.009585 1.2159 117.7 -0.171 0.373 6.61 2258.0 MSCT1_1902250684
8540.154971 1.027751 0.028843 1.2175 139.6 -0.294 0.678 6.75 866.0 MSCT1_1902250685
8540.155341 1.020193 0.011372 1.2191 128.3 0.122 -0.741 6.54 2002.0 MSCT1_1902250686
8540.155712 1.015547 0.019002 1.2207 135.2 -0.558 1.405 6.92 1128.0 MSCT1_1902250687
8540.156071 1.020561 0.009460 1.2221 124.4 -0.984 0.583 6.71 2338.0 MSCT1_1902250688
8540.156441 1.061008 0.021648 1.2237 143.6 -1.296 -0.580 8.27 838.0 MSCT1_1902250689
8540.156811 1.040087 0.089702 1.2254 160.7 -0.752 0.402 12.84 334.0 MSCT1_1902250690
8540.158640 1.114002 0.089861 1.2332 187.6 -1.936 3.353 11.21 466.0 MSCT1_1902250695
8540.160110 0.772151 1.107562 1.2399 178.6 3.794 -95.560 19.43 232.0 MSCT1_1902250699
8540.164497 1.008162 0.094709 1.2607 188.8 -2.517 2.061 11.12 456.0 MSCT1_1902250711
8540.164867 1.048438 0.065638 1.2623 186.2 2.333 -0.454 6.43 567.0 MSCT1_1902250712
8540.165237 0.927091 0.056591 1.2642 181.8 0.245 0.254 7.04 590.0 MSCT1_1902250713
8540.165596 8.645292 24.802764 1.2661 194.1 3.968 -97.288 19.24 252.0 MSCT1_1902250714
8540.165966 1.022939 0.039905 1.2677 185.8 2.882 -0.799 6.77 769.0 MSCT1_1902250715
8540.166696 1.013022 0.033789 1.2715 183.7 1.575 -1.244 6.84 914.0 MSCT1_1902250717
8540.167066 0.984287 0.029393 1.2732 181.8 1.867 0.030 6.26 1046.0 MSCT1_1902250718
8540.167436 0.964975 0.034790 1.2751 183.5 2.329 -2.048 5.97 890.0 MSCT1_1902250719
8540.167795 1.053304 0.032518 1.2771 183.5 1.654 -1.215 6.27 927.0 MSCT1_1902250720
8540.168166 1.021476 0.018728 1.2791 179.3 1.075 -2.267 6.61 1409.0 MSCT1_1902250721
8540.168895 1.017575 0.024702 1.2827 193.5 0.866 -0.382 6.97 978.0 MSCT1_1902250723
8540.169265 1.014328 0.016918 1.2847 185.1 1.254 -3.120 7.58 1399.0 MSCT1_1902250724
8540.169624 1.065449 0.028998 1.2864 223.1 2.229 0.062 6.79 1120.0 MSCT1_1902250725
8540.169994 0.891244 0.100457 1.2885 246.4 2.515 -2.538 8.74 516.0 MSCT1_1902250726
8540.170365 1.032956 0.014862 1.2905 197.5 0.662 -1.364 6.29 2130.0 MSCT1_1902250727
8540.170723 1.049690 0.023838 1.2925 213.1 1.588 -1.868 5.43 1568.0 MSCT1_1902250728
8540.171094 1.003747 0.020387 1.2943 213.7 2.320 -0.776 6.25 1563.0 MSCT1_1902250729
8540.171464 0.959365 0.046784 1.2963 228.1 2.119 -1.749 7.66 871.0 MSCT1_1902250730
8540.171823 1.010717 0.019815 1.2984 213.3 1.261 -0.555 7.03 1592.0 MSCT1_1902250731
8540.172193 1.044805 0.015927 1.3002 202.8 2.420 0.252 6.51 2009.0 MSCT1_1902250732
8540.172564 1.024615 0.028398 1.3023 214.8 1.573 -0.642 6.96 1013.0 MSCT1_1902250733
8540.172922 2.803616 0.197228 1.3045 237.4 993.474 895.552 5.40 476.0 MSCT1_1902250734
8540.173293 0.989248 0.036046 1.3062 205.2 2.192 0.845 5.47 1090.0 MSCT1_1902250735
8540.173663 1.028767 0.032342 1.3084 200.0 0.573 -0.302 5.76 1121.0 MSCT1_1902250736
8540.174022 0.988185 0.035927 1.3106 204.9 0.124 -2.026 6.41 980.0 MSCT1_1902250737
8540.174392 1.013414 0.071614 1.3127 225.1 -0.616 -0.186 8.89 606.0 MSCT1_1902250738
8540.175122 1.097269 0.067577 1.3168 224.3 2.708 -0.406 8.58 596.0 MSCT1_1902250740
8540.175492 1.046198 0.061832 1.3190 224.4 1.104 0.190 7.69 663.0 MSCT1_1902250741
8540.176221 0.977080 0.040619 1.3231 212.6 1.370 -1.392 8.47 717.0 MSCT1_1902250743
8540.176591 1.023350 0.018202 1.3254 188.1 0.384 -0.374 7.86 990.0 MSCT1_1902250744
8540.176962 1.090927 0.058528 1.3273 208.3 0.417 1.484 8.20 598.0 MSCT1_1902250745
8540.177321 1.158643 0.057094 1.3296 203.7 -0.389 -0.436 11.00 528.0 MSCT1_1902250746
8540.177691 1.035255 0.064722 1.3318 211.8 2.159 2.308 9.00 500.0 MSCT1_1902250747
8540.178061 1.032799 0.036823 1.3342 212.3 -0.823 -1.315 7.95 729.0 MSCT1_1902250748
8540.178420 1.053614 0.020239 1.3361 201.8 0.493 -0.827 7.74 1082.0 MSCT1_1902250749
8540.178791 1.007356 0.026250 1.3384 246.4 1.651 1.776 7.37 1031.0 MSCT1_1902250750
8540.179161 0.976507 0.031797 1.3408 270.3 0.470 -1.416 5.94 1086.0 MSCT1_1902250751
8540.179520 1.045170 0.063278 1.3428 252.6 1.211 -1.882 9.30 559.0 MSCT1_1902250752
8540.179890 0.887410 0.063150 1.3451 230.3 -0.899 3.924 13.16 524.0 MSCT1_1902250753
8540.180260 0.898146 0.090468 1.3475 232.7 1.913 -5.977 13.18 495.0 MSCT1_1902250754
8540.180619 0.963204 0.075409 1.3499 231.6 2.122 -2.399 9.49 490.0 MSCT1_1902250755
8540.181719 1.009626 0.032495 1.3568 228.0 1.928 1.132 6.54 1036.0 MSCT1_1902250758
8540.182089 1.024756 0.044443 1.3589 245.0 0.193 -2.189 7.58 740.0 MSCT1_1902250759
