GJD-2450000 flux err airmass sky dx dy fwhm peak baserun
8540.146615 1.025771 0.009472 1.1847 962.0 2.366 -0.099 6.21 6480.0 MSCT0_1902250662
8540.146985 0.995133 0.008132 1.1862 916.6 1.938 -1.454 6.17 6768.0 MSCT0_1902250663
8540.147355 1.011140 0.005643 1.1874 830.6 1.538 0.768 5.94 10006.0 MSCT0_1902250664
8540.147726 1.005144 0.006263 1.1888 854.0 0.939 -1.086 6.89 7278.0 MSCT0_1902250665
8540.148084 1.019425 0.007080 1.1902 868.2 1.378 -0.678 6.51 7090.0 MSCT0_1902250666
8540.148455 1.006361 0.007486 1.1917 866.1 -0.296 -0.272 7.79 5192.0 MSCT0_1902250667
8540.148814 1.009046 0.006232 1.1929 807.9 0.490 0.870 7.58 6041.0 MSCT0_1902250668
8540.149184 1.018330 0.006667 1.1944 825.0 1.334 1.309 6.89 6877.0 MSCT0_1902250669
8540.149554 1.014766 0.007541 1.1959 833.0 0.212 0.105 6.67 6109.0 MSCT0_1902250670
8540.149913 1.011453 0.006270 1.1971 791.6 1.538 -0.179 6.28 7982.0 MSCT0_1902250671
8540.150284 1.006244 0.005053 1.1986 731.1 0.691 0.334 7.25 8223.0 MSCT0_1902250672
8540.150654 1.018691 0.004990 1.2001 724.5 0.172 0.409 6.46 9945.0 MSCT0_1902250673
8540.151013 1.013457 0.004636 1.2016 699.4 0.878 -0.088 6.04 11452.0 MSCT0_1902250674
8540.151383 1.011138 0.005092 1.2028 726.8 1.247 0.444 5.62 11360.0 MSCT0_1902250675
8540.151753 1.007438 0.005083 1.2044 726.8 -1.178 0.718 6.69 8880.0 MSCT0_1902250676
8540.152124 1.006178 0.004866 1.2059 715.1 -0.320 1.597 6.10 11679.0 MSCT0_1902250677
8540.152483 1.015894 0.004865 1.2072 713.4 0.167 0.434 6.25 10324.0 MSCT0_1902250678
8540.152853 1.016074 0.004965 1.2088 703.6 -1.372 -0.102 6.75 9740.0 MSCT0_1902250679
8540.153212 1.006652 0.004294 1.2103 665.5 -0.602 0.399 6.05 11523.0 MSCT0_1902250680
8540.153582 1.016750 0.004180 1.2119 648.3 -0.692 0.723 7.04 10077.0 MSCT0_1902250681
8540.153953 1.014962 0.003804 1.2132 618.6 -0.170 -0.194 6.54 12553.0 MSCT0_1902250682
8540.154311 1.007234 0.004187 1.2148 637.8 -1.064 0.103 6.94 9720.0 MSCT0_1902250683
8540.154682 1.007141 0.005527 1.2164 685.5 0.745 0.147 6.53 7883.0 MSCT0_1902250684
8540.155052 1.009714 0.012777 1.2178 785.2 0.213 1.580 6.51 3971.0 MSCT0_1902250685
8540.155411 0.999735 0.005518 1.2194 699.3 0.509 0.986 6.80 7359.0 MSCT0_1902250686
8540.155781 1.014550 0.009234 1.2210 741.6 -0.457 0.259 6.92 4526.0 MSCT0_1902250687
8540.156152 1.002942 0.004336 1.2226 661.3 -0.508 0.051 7.16 9390.0 MSCT0_1902250688
8540.156510 1.056998 0.015831 1.2240 822.2 -0.208 -0.034 9.45 2484.0 MSCT0_1902250689
8540.158709 0.956369 0.050807 1.2335 988.3 -0.437 -0.132 7.88 1808.0 MSCT0_1902250695
8540.159809 3.242188 0.104984 1.2387 1061.4 993.167 899.955 10.08 1549.0 MSCT0_1902250698
8540.164948 0.954630 0.018757 1.2626 966.7 1.586 -0.852 7.05 3208.0 MSCT0_1902250712
8540.165307 1.008037 0.054986 1.2645 1018.1 0.038 -2.243 6.90 1863.0 MSCT0_1902250713
8540.165677 0.168774 0.081093 1.2664 1072.5 -343.682 -145.301 13.90 1627.0 MSCT0_1902250714
8540.166047 0.993667 0.022516 1.2683 987.0 0.283 -1.488 6.65 2822.0 MSCT0_1902250715
8540.166406 1.060895 0.045887 1.2699 1027.8 2.371 -1.560 6.57 2026.0 MSCT0_1902250716
8540.166777 0.978869 0.021044 1.2719 1006.4 1.624 -0.949 6.95 3081.0 MSCT0_1902250717
8540.167147 0.995545 0.010858 1.2738 919.7 1.919 -0.986 6.31 5214.0 MSCT0_1902250718
8540.167506 1.011314 0.020009 1.2754 969.5 1.829 -2.324 6.18 3220.0 MSCT0_1902250719
8540.167876 0.995863 0.014312 1.2774 943.1 1.568 -1.444 6.29 4010.0 MSCT0_1902250720
8540.168247 1.053636 0.012890 1.2794 955.8 0.878 -0.446 6.54 4046.0 MSCT0_1902250721
8540.168605 0.964266 0.032579 1.2814 1091.2 0.706 -0.766 8.41 2246.0 MSCT0_1902250722
8540.168976 1.021535 0.012539 1.2831 950.5 0.219 -0.572 7.59 3830.0 MSCT0_1902250723
8540.169346 1.008194 0.007237 1.2851 895.3 2.575 -0.883 6.82 6577.0 MSCT0_1902250724
8540.169705 1.165230 0.040386 1.2871 1139.0 2.859 -0.714 8.07 2233.0 MSCT0_1902250725
8540.170075 0.981134 0.021084 1.2888 1100.3 1.284 -1.230 6.15 3558.0 MSCT0_1902250726
8540.170446 1.039586 0.008216 1.2908 969.3 2.091 -1.010 6.45 7230.0 MSCT0_1902250727
8540.170804 1.022617 0.011707 1.2929 1032.3 1.743 -1.004 5.22 5962.0 MSCT0_1902250728
8540.171175 1.018291 0.010771 1.2946 1038.1 3.030 0.641 6.09 5780.0 MSCT0_1902250729
8540.171545 1.004806 0.021156 1.2967 1103.2 1.291 -0.904 6.04 3762.0 MSCT0_1902250730
8540.171904 1.014880 0.009174 1.2988 1019.0 1.740 0.498 6.63 6604.0 MSCT0_1902250731
8540.172274 1.002853 0.007983 1.3009 989.6 2.486 -0.372 6.02 7369.0 MSCT0_1902250732
8540.172645 1.066540 0.022990 1.3027 1114.1 0.056 0.579 6.70 3079.0 MSCT0_1902250733
8540.173374 0.995151 0.016278 1.3070 1010.3 0.442 -0.194 6.17 4198.0 MSCT0_1902250735
8540.173733 1.042203 0.014119 1.3088 991.6 -0.180 0.017 5.54 4866.0 MSCT0_1902250736
8540.174103 1.009361 0.015224 1.3109 1016.3 0.611 -0.355 5.69 4502.0 MSCT0_1902250737
8540.175203 1.037367 0.018199 1.3171 1031.5 1.487 0.715 6.47 3534.0 MSCT0_1902250740
8540.176302 1.022006 0.017304 1.3235 1020.4 1.669 0.332 7.02 3196.0 MSCT0_1902250743
8540.176672 1.033640 0.010074 1.3257 949.5 0.526 -0.034 9.40 3424.0 MSCT0_1902250744
8540.177043 1.078972 0.026880 1.3280 1043.0 0.758 -0.462 6.74 2455.0 MSCT0_1902250745
8540.177402 1.048698 0.030853 1.3299 1046.0 1.006 -0.670 9.95 1965.0 MSCT0_1902250746
8540.177772 1.003627 0.027524 1.3322 1080.0 0.150 -0.111 8.87 2260.0 MSCT0_1902250747
8540.178142 1.020455 0.016915 1.3346 1063.2 0.653 -1.485 7.38 3254.0 MSCT0_1902250748
8540.178501 1.021859 0.010914 1.3369 1005.7 -0.085 -1.365 8.63 4079.0 MSCT0_1902250749
8540.178872 0.993866 0.011942 1.3388 1050.8 0.273 0.206 7.60 4296.0 MSCT0_1902250750
8540.179242 1.016843 0.022207 1.3412 1128.7 0.742 -0.394 6.62 3128.0 MSCT0_1902250751
8540.179601 1.034422 0.031159 1.3435 1123.2 1.843 -0.110 7.74 2292.0 MSCT0_1902250752
8540.179971 1.022423 0.030878 1.3455 1111.2 2.429 0.842 9.23 2224.0 MSCT0_1902250753
8540.180341 1.034754 0.059888 1.3479 1156.3 1.097 2.922 9.41 1991.0 MSCT0_1902250754
8540.180700 1.081562 0.033321 1.3503 1128.1 0.236 -0.413 8.34 2196.0 MSCT0_1902250755
8540.181800 1.003536 0.013025 1.3573 1080.9 1.457 -0.557 6.61 4531.0 MSCT0_1902250758
8540.182170 1.144943 0.061986 1.3593 1252.2 1.340 -10.850 11.36 1914.0 MSCT0_1902250759
8540.182541 1.069300 0.035272 1.3619 1222.5 2.538 0.594 8.68 2423.0 MSCT0_1902250760
